# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
5947650538,699.243,151.036,734.318
5947750116,636.840,246.318,771.833
5947799972,574.498,313.418,767.014
5947850337,433.100,400.282,784.765
5947949665,406.443,446.886,781.105
5948000365,383.751,451.400,800.564
5948050273,395.646,516.365,770.430
5948150098,337.574,579.988,754.021
5948199789,328.546,602.253,733.281
5948300099,308.599,648.796,692.838
5948350384,309.270,653.798,673.989
5948400073,235.338,733.464,629.581
5948500655,113.155,790.255,612.989
5948550764,31.781,815.875,599.874
5948600289,-22.143,778.909,599.020
5948700994,9.394,681.492,668.011
5948749907,20.130,556.930,813.008
5948850821,22.692,433.527,863.150
5948900411,33.062,308.721,938.119
5948949618,19.581,194.102,939.461
5949050424,-16.165,66.124,1019.310
5949099786,-30.378,-74.298,1038.891
5949150296,-26.413,-170.617,1018.883
5949250378,-40.992,-240.950,987.285
5949300191,23.241,-316.224,989.115
5949349562,130.174,-390.827,987.712
5949449880,241.194,-386.435,913.170
5949500044,419.375,-392.291,806.725
5949599787,587.857,-420.107,735.538
5949650441,666.181,-397.964,630.801
5949700631,760.731,-406.138,531.920
5949800558,837.591,-382.348,385.337
5949849673,869.189,-378.444,340.136
5949899976,898.469,-357.582,295.484
5950000050,906.033,-359.412,285.663
5950050503,908.839,-327.082,236.375
5950100385,928.908,-350.689,276.574
5950199987,906.704,-328.485,295.911
5950250459,923.418,-313.235,266.204
5950350718,961.421,-291.458,183.427
5950400439,951.966,-269.071,179.584
5950450665,959.164,-224.358,169.153
5950550255,974.963,-212.646,169.824
5950600400,998.021,-166.896,90.097
5950649626,988.688,-127.612,46.909
5950750351,1000.827,-97.417,46.604
5950799960,1012.051,-55.693,45.750
5950850155,1038.769,-29.768,80.215
5950950777,979.172,24.400,230.824
5951000106,859.185,90.158,487.451
5951099798,687.165,161.345,686.006
5951150275,462.807,224.297,829.051
5951200185,287.432,276.147,887.672
5951300092,48.983,334.463,927.627
5951349827,-131.028,365.695,910.852
5951401255,-280.478,402.112,854.976
5951500159,-449.936,449.448,773.053
5951549975,-614.392,504.165,668.621
5951650053,-628.605,495.381,674.965
5951700082,-610.854,382.165,704.184
5951750634,-579.988,266.875,620.492
5951849823,-745.725,220.820,945.805
5951899979,-592.981,268.644,708.027
